CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 008.001 0 0.00415301322937 0.005187563977 0.0231409072876 0.00434017181396 0.0046968460083 0.00667810440063 0.00784301757812 1.0
200 008.001 0 0.00414204597473 0.00600039136821 0.0166749954224 0.00444912910461 0.00516200065613 0.00858998298645 0.00943994522095 1.0
300 008.001 0 0.00411581993103 0.00787649495902 0.079108953476 0.00448107719421 0.00606894493103 0.0134160518646 0.0158729553223 1.0
