CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 001.001 0 0.00330805778503 0.00432324263216 0.0435440540314 0.00344395637512 0.00370097160339 0.00541305541992 0.00647497177124 1.0
200 001.001 0 0.00332117080688 0.00532421528454 0.0650351047516 0.00350308418274 0.00412106513977 0.00827312469482 0.00895690917969 1.0
300 001.001 0 0.00327181816101 0.00675789182058 0.111885070801 0.00353813171387 0.004723072052 0.0108568668365 0.0134968757629 1.0
