CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 005.001 0 0.00324010848999 0.00450823085556 0.0496408939362 0.00347685813904 0.00382113456726 0.00555896759033 0.00628113746643 1.0
200 005.001 0 0.00321793556213 0.00578238006331 0.0631859302521 0.00350403785706 0.00413703918457 0.00882506370544 0.0108687877655 1.0
300 005.001 0 0.00329399108887 0.0068442539104 0.0939490795135 0.00361490249634 0.00505900382996 0.0109798908234 0.0140979290009 1.0
