CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 013.001 0 0.00327682495117 0.00472814585711 0.047180891037 0.00349402427673 0.00386500358582 0.00638699531555 0.00714111328125 1.0
200 013.001 0 0.00329184532166 0.00533348355974 0.0419280529022 0.00351309776306 0.00414490699768 0.00821399688721 0.00979685783386 1.0
300 013.001 0 0.00326085090637 0.00661219430692 0.0470650196075 0.00362110137939 0.00505709648132 0.0108292102814 0.0139248371124 1.0
