CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 014.001 0 0.00322389602661 0.0046740643805 0.0505690574646 0.00341606140137 0.00371193885803 0.0059118270874 0.00771188735962 1.0
200 014.001 0 0.00325298309326 0.0050155028491 0.0420048236847 0.00350403785706 0.0040590763092 0.00696206092834 0.00862908363342 1.0
300 014.001 0 0.00325918197632 0.00703055076017 0.0743517875671 0.0036289691925 0.00527095794678 0.0124609470367 0.0145101547241 1.0
