CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 016.001 0 0.00335192680359 0.00400616798872 0.0083429813385 0.00348210334778 0.00379109382629 0.00477981567383 0.00512099266052 1.0
200 016.001 0 0.00326609611511 0.00538523297914 0.0476570129395 0.00354194641113 0.00426387786865 0.00833106040955 0.0108909606934 1.0
300 016.001 0 0.00322890281677 0.00675424793735 0.116802930832 0.00355505943298 0.00513505935669 0.0116229057312 0.0142967700958 1.0
