CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 015.001 0 0.00323414802551 0.00423759853139 0.00875115394592 0.003497838974 0.00384497642517 0.00581312179565 0.00660610198975 1.0
200 015.001 0 0.00323414802551 0.00566096561777 0.0742139816284 0.00354194641113 0.00412106513977 0.00868606567383 0.0103528499603 1.0
300 015.001 0 0.00327801704407 0.00702234124585 0.0847418308258 0.00361585617065 0.00528907775879 0.0117859840393 0.0142838954926 1.0
