CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 010.001 0 0.00322294235229 0.00404817281767 0.00949883460999 0.00340890884399 0.00367212295532 0.00536394119263 0.00621891021729 1.0
200 010.001 0 0.0031590461731 0.00510043348585 0.0357899665833 0.00344586372375 0.00420904159546 0.00784301757812 0.00951719284058 1.0
300 010.001 0 0.00316691398621 0.00655326391241 0.0644180774689 0.00353407859802 0.00476288795471 0.0116529464722 0.0141189098358 1.0
