CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 009.001 0 0.00319004058838 0.00413980840266 0.0214860439301 0.00339293479919 0.00371193885803 0.00523495674133 0.00654411315918 1.0
200 009.001 0 0.00326204299927 0.0051582095981 0.0485858917236 0.00346112251282 0.00414395332336 0.00766897201538 0.00927400588989 1.0
300 009.001 0 0.00321221351624 0.00749342951827 0.0804989337921 0.00359702110291 0.00526094436646 0.0119857788086 0.0151641368866 1.0
