CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 003.001 0 0.00328183174133 0.00404712749504 0.00820899009705 0.00345683097839 0.00378704071045 0.00479602813721 0.00576496124268 1.0
200 003.001 0 0.00322794914246 0.00494434980041 0.0137450695038 0.00350880622864 0.00413298606873 0.00777697563171 0.00992298126221 1.0
300 003.001 0 0.00328207015991 0.00715652201325 0.088103055954 0.00363707542419 0.00509309768677 0.0119848251343 0.0155229568481 1.0
