CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 004.001 0 0.00322604179382 0.00418157333677 0.00783014297485 0.00341796875 0.00375604629517 0.0057418346405 0.00687408447266 1.0
200 004.001 0 0.0031681060791 0.0049360138078 0.0309569835663 0.00346708297729 0.00408697128296 0.00745010375977 0.00874900817871 1.0
300 004.001 0 0.0031909942627 0.00670406054525 0.0359508991241 0.00349903106689 0.00521993637085 0.0121021270752 0.0140800476074 1.0
