CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 014.001 0 0.00325179100037 0.00414700117725 0.00836396217346 0.00345206260681 0.00373411178589 0.00594592094421 0.00639915466309 1.0
200 014.001 0 0.00320410728455 0.0049803021928 0.0297391414642 0.00345993041992 0.00407791137695 0.00733590126038 0.00900220870972 1.0
300 014.001 0 0.00322103500366 0.00687091114856 0.0480759143829 0.00350904464722 0.00522494316101 0.0116839408875 0.015035867691 1.0
