CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
100 016.001 0 0.00325512886047 0.00410947331622 0.00994610786438 0.00342416763306 0.00369882583618 0.00541400909424 0.00662302970886 1.0
200 016.001 0 0.00322198867798 0.00499911644089 0.0131640434265 0.00345301628113 0.00413084030151 0.00772404670715 0.00894904136658 1.0
300 016.001 0 0.00317287445068 0.00695819461939 0.0727291107178 0.00356698036194 0.00530600547791 0.0120670795441 0.0144059658051 1.0
